title,url,date,rating,status,comment
戏说乾隆,https://movie.douban.com/subject/2154868/,2016-07-21,★★★★,看过,
倚天屠龙记,https://movie.douban.com/subject/3901418/,2016-07-21,★★★,看过,
铁齿铜牙纪晓岚3,https://movie.douban.com/subject/2248761/,2016-07-21,★★,看过,
铁齿铜牙纪晓岚4,https://movie.douban.com/subject/3348328/,2016-07-21,★★,看过,
康熙微服私访记2,https://movie.douban.com/subject/1790859/,2016-07-21,★★,看过,
康熙微服私访记3,https://movie.douban.com/subject/2252736/,2016-07-21,★★,看过,
康熙微服私访记4,https://movie.douban.com/subject/2252743/,2016-07-21,★★,看过,
康熙微服私访记1,https://movie.douban.com/subject/2252733/,2016-07-21,★★★,看过,
铁齿铜牙纪晓岚2,https://movie.douban.com/subject/2248758/,2016-07-21,★★★,看过,
宰相刘罗锅,https://movie.douban.com/subject/2239286/,2016-07-21,★★★★,看过,
粉红女郎,https://movie.douban.com/subject/2244363/,2016-07-21,★★★,看过,
还珠格格第三部,https://movie.douban.com/subject/2214122/,2016-07-21,★★,看过,
少年包青天,https://movie.douban.com/subject/2157131/,2016-07-21,★★★,看过,
铁齿铜牙纪晓岚,https://movie.douban.com/subject/2248757/,2016-07-21,★★★,看过,
还珠格格第二部,https://movie.douban.com/subject/1786740/,2016-07-21,★★★,看过,
新白娘子传奇,https://movie.douban.com/subject/2153527/,2016-07-21,★★★★,看过,
天龙八部,https://movie.douban.com/subject/1718150/,2016-07-21,★★★,看过,
天龙八部,https://movie.douban.com/subject/1863941/,2016-07-21,★★★★,看过,
神雕侠侣,https://movie.douban.com/subject/1863947/,2016-07-21,★★★★,看过,
笑傲江湖,https://movie.douban.com/subject/2294255/,2016-07-21,★★★,看过,
笑傲江湖,https://movie.douban.com/subject/2155290/,2016-07-21,★,看过,
纸牌屋 第四季,https://movie.douban.com/subject/26336281/,2016-07-13,★★★★,看过,
激辩风云,https://movie.douban.com/subject/2077287/,2016-07-09,★★★★,看过,
末代独裁,https://movie.douban.com/subject/1900848/,2016-07-09,★★★★,看过,
破碎人生,https://movie.douban.com/subject/25846858/,2016-07-07,★★★★,看过,
天空之眼,https://movie.douban.com/subject/10484117/,2016-07-02,★★★,看过,
独立日2：卷土重来,https://movie.douban.com/subject/4811813/,2016-06-25,★★★,看过,
招魂2,https://movie.douban.com/subject/24860563/,2016-06-25,★★★,看过,
奥特曼,https://movie.douban.com/subject/2264545/,2016-06-24,★★★★★,看过,
奇幻森林,https://movie.douban.com/subject/25777636/,2016-06-22,★★,看过,
余罪 第二季,https://movie.douban.com/subject/26802975/,2016-06-21,★★★,看过,
魔兽,https://movie.douban.com/subject/2131940/,2016-06-09,★,看过,
余罪 第一季,https://movie.douban.com/subject/26363830/,2016-06-09,★★★★,看过,
X战警：天启,https://movie.douban.com/subject/25786060/,2016-06-04,★★★,看过,
硬核亨利,https://movie.douban.com/subject/25706773/,2016-05-29,★★★,看过,
危机13小时,https://movie.douban.com/subject/26220717/,2016-05-28,★★★★,看过,
推手,https://movie.douban.com/subject/1306939/,2016-05-22,★★★★,看过,
喜宴,https://movie.douban.com/subject/1303037/,2016-05-22,★★★★★,看过,
地雷区,https://movie.douban.com/subject/26591654/,2016-05-14,★★★★★,看过,
欢乐颂,https://movie.douban.com/subject/26430092/,2016-05-12,★,看过,
科洛弗道10号,https://movie.douban.com/subject/2977957/,2016-05-08,★★,看过,
美国队长3,https://movie.douban.com/subject/25820460/,2016-05-07,★★★★,看过,
林肯律师,https://movie.douban.com/subject/2996790/,2016-04-04,★★★★,看过,
末代皇帝,https://movie.douban.com/subject/1293172/,2016-04-04,★★★★,看过,
花样姐姐 第一季,https://movie.douban.com/subject/26292732/,2016-03-29,★★★,看过,
巴尼的人生,https://movie.douban.com/subject/3718460/,2016-03-28,★★★★,看过,
蝙蝠侠大战超人：正义黎明,https://movie.douban.com/subject/24750534/,2016-03-26,★★★★★,看过,
死侍,https://movie.douban.com/subject/3718279/,2016-03-25,★★★,看过,
我在故宫修文物,https://movie.douban.com/subject/26703457/,2016-03-22,★★★★,看过,
阿罗哈,https://movie.douban.com/subject/3104205/,2016-03-21,★★,看过,
拉扎老师,https://movie.douban.com/subject/6724667/,2016-03-21,★★★,看过,
最后一周,https://movie.douban.com/subject/3144388/,2016-03-20,★★,看过,
裁缝,https://movie.douban.com/subject/25697098/,2016-03-14,★★,看过,
叶问3,https://movie.douban.com/subject/11598977/,2016-03-11,★★★,看过,
疯狂动物城,https://movie.douban.com/subject/25662329/,2016-03-08,★★★★★,看过,
未麻的部屋,https://movie.douban.com/subject/1395091/,2016-03-07,★★★★,看过,
重庆森林,https://movie.douban.com/subject/1291999/,2016-03-06,★★,看过,
童年的终结,https://movie.douban.com/subject/25994898/,2016-03-04,★★★,看过,
卧虎藏龙：青冥宝剑,https://movie.douban.com/subject/21327512/,2016-03-02,★,看过,
千钧一发,https://movie.douban.com/subject/1300117/,2016-03-01,★★★,看过,
爱在日落黄昏时,https://movie.douban.com/subject/1291990/,2016-03-01,★★★,看过,
爱在黎明破晓前,https://movie.douban.com/subject/1296339/,2016-03-01,★★★,看过,
熊的故事,https://movie.douban.com/subject/26258767/,2016-03-01,★★★★,看过,
第88届奥斯卡颁奖典礼,https://movie.douban.com/subject/26635418/,2016-02-29,★★★,看过,
布鲁克林,https://movie.douban.com/subject/10741220/,2016-02-27,★★★★,看过,
功夫熊猫3,https://movie.douban.com/subject/11589036/,2016-02-27,★★★,看过,
爱的成人式,https://movie.douban.com/subject/26140405/,2016-02-21,★★★,看过,
机械姬,https://movie.douban.com/subject/4160540/,2016-02-21,★★★,看过,
唐人街探案,https://movie.douban.com/subject/26311973/,2016-02-21,★★★,看过,
与玛格丽特的午后,https://movie.douban.com/subject/3796613/,2016-02-20,★★★★,看过,
乡村爱情II,https://movie.douban.com/subject/2997304/,2016-02-20,★★★,看过,
乡村爱情,https://movie.douban.com/subject/2295764/,2016-02-20,★★★,看过,
我们的精神角落,https://movie.douban.com/subject/26728787/,2016-02-17,★★★★,看过,
唇上之歌,https://movie.douban.com/subject/25922902/,2016-02-17,★★★★,看过,
小森林 夏秋篇,https://movie.douban.com/subject/25814705/,2016-02-16,★★★,看过,
小森林 冬春篇,https://movie.douban.com/subject/25814707/,2016-02-16,★★★,看过,
桑巴,https://movie.douban.com/subject/25741682/,2016-02-16,★★,看过,
当你熟睡,https://movie.douban.com/subject/3731626/,2016-01-27,★★,看过,
危楼愚夫,https://movie.douban.com/subject/25882861/,2016-01-18,★★★★,看过,
阿波罗13号,https://movie.douban.com/subject/1293785/,2016-01-15,★★★★,看过,
大空头,https://movie.douban.com/subject/26303622/,2016-01-14,★★★,看过,
大叔阿什比,https://movie.douban.com/subject/25910552/,2016-01-11,★★,看过,
45周年,https://movie.douban.com/subject/25839662/,2016-01-11,★★★★,看过,
芈月传,https://movie.douban.com/subject/21766654/,2016-01-10,★,看过,
超新约全书,https://movie.douban.com/subject/25958704/,2016-01-10,★★★,看过,
星球大战7：原力觉醒,https://movie.douban.com/subject/20326665/,2016-01-09,★★★★,看过,
聚焦,https://movie.douban.com/subject/25954475/,2016-01-05,★★★★,看过,
红辣椒,https://movie.douban.com/subject/1865703/,2016-01-04,★★★★,看过,
无理之人,https://movie.douban.com/subject/25881888/,2016-01-04,★★★★,看过,
神探夏洛克：可恶的新娘,https://movie.douban.com/subject/25920885/,2016-01-03,★★,看过,
间谍之桥,https://movie.douban.com/subject/25908051/,2016-01-02,★★★★,看过,
寻龙诀,https://movie.douban.com/subject/3077412/,2016-01-01,★★,看过,
老炮儿,https://movie.douban.com/subject/24751756/,2016-01-01,★★★★,看过,
007：幽灵党,https://movie.douban.com/subject/11620560/,2015-12-28,★,看过,
边境杀手,https://movie.douban.com/subject/25881247/,2015-12-28,★★★★★,看过,
我的少女时代,https://movie.douban.com/subject/26366465/,2015-12-27,★★★,看过,
出棋制胜,https://movie.douban.com/subject/4707935/,2015-12-27,★★★★,看过,
心迷宫,https://movie.douban.com/subject/25917973/,2015-12-26,★★★★,看过,
奎迪,https://movie.douban.com/subject/24875409/,2015-12-26,★★★,看过,
荒野猎人,https://movie.douban.com/subject/5327268/,2015-12-25,★★,看过,
海街日记,https://movie.douban.com/subject/25895901/,2015-12-22,★★★★,看过,
房间,https://movie.douban.com/subject/25724855/,2015-12-21,★★★,看过,
卡罗尔,https://movie.douban.com/subject/10757577/,2015-12-21,★★★,看过,
西班牙公寓,https://movie.douban.com/subject/1307263/,2015-12-20,★★★,看过,
实习生,https://movie.douban.com/subject/10594965/,2015-12-19,★★★★,看过,
追击者,https://movie.douban.com/subject/3006309/,2015-12-13,★★,看过,
野马,https://movie.douban.com/subject/26372545/,2015-12-13,★★★★,看过,
师父,https://movie.douban.com/subject/25919910/,2015-12-11,★★★,看过,
罪恶之家,https://movie.douban.com/subject/25955491/,2015-12-09,★★★★★,看过,
少年时代,https://movie.douban.com/subject/2209575/,2015-12-06,★★★★,看过,
云中行走,https://movie.douban.com/subject/25819229/,2015-12-06,★★★,看过,
我和厄尔以及将死的女孩,https://movie.douban.com/subject/24325923/,2015-12-06,★★★★,看过,
年轻气盛,https://movie.douban.com/subject/25766754/,2015-12-05,,看过,
火星救援,https://movie.douban.com/subject/25864085/,2015-12-05,★★★★,看过,
科比的缪斯,https://movie.douban.com/subject/26334993/,2015-12-03,★★★,看过,
夏洛特烦恼,https://movie.douban.com/subject/25964071/,2015-11-28,★,看过,
怒火救援,https://movie.douban.com/subject/1309116/,2015-11-22,★★★★,看过,
垫底辣妹,https://movie.douban.com/subject/26259677/,2015-11-22,★★★★,看过,
光辉岁月,https://movie.douban.com/subject/1292943/,2015-11-16,★★★★,看过,
C罗,https://movie.douban.com/subject/26641183/,2015-11-14,★★,看过,
第三种爱情,https://movie.douban.com/subject/25911595/,2015-11-01,★,看过,
绝命海拔,https://movie.douban.com/subject/22265299/,2015-10-31,★★★,看过,
精神分裂症,https://movie.douban.com/subject/3262918/,2015-10-18,★★★★,看过,
福尔摩斯先生,https://movie.douban.com/subject/25727048/,2015-10-18,★★★,看过,
蚁人,https://movie.douban.com/subject/1866473/,2015-10-17,★★★,看过,
水滴,https://movie.douban.com/subject/26613444/,2015-10-17,★★★★,看过,
敲敲门,https://movie.douban.com/subject/25860868/,2015-10-15,★★,看过,
滚蛋吧！肿瘤君,https://movie.douban.com/subject/26289144/,2015-10-12,★★★,看过,
鬼打鬼,https://movie.douban.com/subject/1422908/,2015-10-11,,看过,
黑社会,https://movie.douban.com/subject/1309220/,2015-10-11,★★★★,看过,
精英部队,https://movie.douban.com/subject/2284851/,2015-10-07,★★★,看过,
花与爱丽丝,https://movie.douban.com/subject/1308820/,2015-10-06,★★★★,看过,
战栗空间,https://movie.douban.com/subject/1306911/,2015-10-06,★★,看过,
十二宫,https://movie.douban.com/subject/1781126/,2015-10-05,★★★,看过,
狙击电话亭,https://movie.douban.com/subject/1303246/,2015-10-04,★★★,看过,
解救吾先生,https://movie.douban.com/subject/25798448/,2015-10-02,★★★,看过,
头脑特工队,https://movie.douban.com/subject/10533913/,2015-10-02,★★★★,看过,
十二公民,https://movie.douban.com/subject/24875534/,2015-09-30,★★★★★,看过,
碟中谍5：神秘国度,https://movie.douban.com/subject/10727641/,2015-09-26,★★,看过,
异次元骇客,https://movie.douban.com/subject/1300282/,2015-09-20,★★★,看过,
卧虎藏龙,https://movie.douban.com/subject/1301168/,2015-09-20,★★★★,看过,
追风筝的人,https://movie.douban.com/subject/1937502/,2015-09-15,★★★,看过,
破风,https://movie.douban.com/subject/25853727/,2015-09-13,★★★,看过,
土拨鼠之日,https://movie.douban.com/subject/1300613/,2015-09-05,★★★,看过,
7号房的礼物,https://movie.douban.com/subject/10777687/,2015-09-05,★★★★,看过,
如晴天，似雨天,https://movie.douban.com/subject/25738406/,2015-09-04,★★★★,看过,
铁拳,https://movie.douban.com/subject/5446197/,2015-08-29,★★★,看过,
烈日灼心,https://movie.douban.com/subject/24719063/,2015-08-28,★★,看过,
末日崩塌,https://movie.douban.com/subject/25786077/,2015-08-27,★★★,看过,
我们的孩子足够坚强吗？中式学校,https://movie.douban.com/subject/26581040/,2015-08-20,★★★,看过,
百元之恋,https://movie.douban.com/subject/25761178/,2015-08-17,★★★,看过,
道士下山,https://movie.douban.com/subject/24879839/,2015-08-06,★,看过,
女间谍,https://movie.douban.com/subject/25752261/,2015-07-16,★★★,看过,
大闹天宫,https://movie.douban.com/subject/1418019/,2015-07-14,★★★★★,看过,
杀破狼2,https://movie.douban.com/subject/23788440/,2015-06-30,★★,看过,
疯狂的麦克斯4：狂暴之路,https://movie.douban.com/subject/3592854/,2015-06-24,★★★★★,看过,
我是谁：没有绝对安全的系统,https://movie.douban.com/subject/25932086/,2015-06-22,★★★★,看过,
贝利叶一家,https://movie.douban.com/subject/25855951/,2015-06-21,★★★★,看过,
老爷车,https://movie.douban.com/subject/3026357/,2015-06-15,★★★,看过,
麦克法兰,https://movie.douban.com/subject/11520649/,2015-06-14,★★★,看过,
侏罗纪世界,https://movie.douban.com/subject/10440138/,2015-06-13,★★★,看过,
外出,https://movie.douban.com/subject/1422089/,2015-06-10,★★,看过,
水果硬糖,https://movie.douban.com/subject/1484091/,2015-06-07,★★,看过,
侧耳倾听,https://movie.douban.com/subject/1297052/,2015-06-01,★★★★,看过,
终极面试,https://movie.douban.com/subject/3150816/,2015-05-28,★,看过,
第四类接触,https://movie.douban.com/subject/3041261/,2015-05-25,★★,看过,
复仇者联盟2：奥创纪元,https://movie.douban.com/subject/10741834/,2015-05-13,★★★,看过,
两天一夜,https://movie.douban.com/subject/21624974/,2015-05-09,★★★,看过,
超能查派,https://movie.douban.com/subject/6846893/,2015-05-06,★★,看过,
亲爱的,https://movie.douban.com/subject/25798222/,2015-05-05,★★★★,看过,
完美的世界,https://movie.douban.com/subject/1300992/,2015-05-05,★★★★,看过,
天下无贼,https://movie.douban.com/subject/1291550/,2015-04-27,★★,看过,
集结号,https://movie.douban.com/subject/1907464/,2015-04-27,★★,看过,
心脏移植医师,https://movie.douban.com/subject/26200413/,2015-04-25,★★★,看过,
战狼,https://movie.douban.com/subject/24753810/,2015-04-22,★★,看过,
通天塔,https://movie.douban.com/subject/1498818/,2015-04-22,★★★★,看过,
警界争雄,https://movie.douban.com/subject/1316561/,2015-04-20,★★★,看过,
给我一个爸,https://movie.douban.com/subject/1303026/,2015-04-19,★★★,看过,
速度与激情7,https://movie.douban.com/subject/23761370/,2015-04-19,★★★,看过,
梦与狂想的王国,https://movie.douban.com/subject/24851523/,2015-04-18,★★★★,看过,
一一,https://movie.douban.com/subject/1292434/,2015-04-16,★★★★★,看过,
爱你，罗茜,https://movie.douban.com/subject/5153254/,2015-04-10,★★★,看过,
我是山姆,https://movie.douban.com/subject/1306861/,2015-04-07,★★★,看过,
浪潮,https://movie.douban.com/subject/2297265/,2015-04-06,★★★★★,看过,
战争之王,https://movie.douban.com/subject/1419936/,2015-04-05,★★★★,看过,
幻影凶间,https://movie.douban.com/subject/1793903/,2015-04-05,★★,看过,
《星际穿越》中的科学,https://movie.douban.com/subject/26263467/,2015-03-30,★★,看过,
情书,https://movie.douban.com/subject/1292220/,2015-03-30,★★★★,看过,
王牌特工：特工学院,https://movie.douban.com/subject/24405378/,2015-03-28,★★★,看过,
偷心,https://movie.douban.com/subject/1308974/,2015-03-19,★★★,看过,
伊甸湖,https://movie.douban.com/subject/3011997/,2015-03-15,★★★,看过,
横道世之介,https://movie.douban.com/subject/10484041/,2015-03-15,★★★★★,看过,
公主日记,https://movie.douban.com/subject/1305065/,2015-03-09,★★★,看过,
纸牌屋 第三季,https://movie.douban.com/subject/25823412/,2015-03-07,★★★★,看过,
霸王别姬,https://movie.douban.com/subject/1291546/,2015-03-01,★★★★★,看过,
冬眠,https://movie.douban.com/subject/21770915/,2015-02-28,★★★★,看过,
互联网之子,https://movie.douban.com/subject/25785114/,2015-02-26,,看过,
智取威虎山,https://movie.douban.com/subject/10807909/,2015-02-24,★★★,看过,
刺猬的优雅,https://movie.douban.com/subject/3824274/,2015-02-23,,看过,
无声言证,https://movie.douban.com/subject/1305858/,2015-02-23,★★,看过,
狐狸猎手,https://movie.douban.com/subject/3011022/,2015-02-22,★★★,看过,
恐怖直播,https://movie.douban.com/subject/21360417/,2015-02-21,★★★★,看过,
法官老爹,https://movie.douban.com/subject/10546747/,2015-02-21,★★★,看过,
夜行者,https://movie.douban.com/subject/25750969/,2015-02-08,★★★★,看过,
哪啊哪啊神去村,https://movie.douban.com/subject/24741412/,2015-02-08,★★★★,看过,
坚不可摧,https://movie.douban.com/subject/10548265/,2015-01-25,★★,看过,
无人引航,https://movie.douban.com/subject/10754780/,2015-01-25,★★★,看过,
游客,https://movie.douban.com/subject/7155005/,2015-01-24,★★★★★,看过,
一步之遥,https://movie.douban.com/subject/6126442/,2015-01-24,,看过,
华尔街：金钱永不眠,https://movie.douban.com/subject/3103683/,2015-01-24,★★,看过,
哆啦A梦：伴我同行,https://movie.douban.com/subject/25769362/,2015-01-24,★★★★★,看过,
海豚的故事,https://movie.douban.com/subject/4196245/,2015-01-23,★★★★,看过,
捕捉阿凡达,https://movie.douban.com/subject/5385051/,2015-01-19,★★★★,看过,
前目的地,https://movie.douban.com/subject/20278505/,2015-01-18,★★★,看过,
辉夜姬物语,https://movie.douban.com/subject/4099231/,2015-01-18,★★★★,看过,
美国狙击手,https://movie.douban.com/subject/21263666/,2015-01-17,★★★★,看过,
鸟人,https://movie.douban.com/subject/20438962/,2015-01-17,,看过,
孤独的美食家 第四季,https://movie.douban.com/subject/25890096/,2015-01-17,★★★★,看过,
超能陆战队,https://movie.douban.com/subject/11026735/,2015-01-17,★★★★,看过,
万物理论,https://movie.douban.com/subject/24815950/,2015-01-13,★★★★,看过,
模仿游戏,https://movie.douban.com/subject/10463953/,2015-01-12,★★★,看过,
岳父岳母真难当,https://movie.douban.com/subject/25867546/,2015-01-11,★★★,看过,
爆裂鼓手,https://movie.douban.com/subject/25773932/,2015-01-11,★★★★★,看过,
一个人的武林,https://movie.douban.com/subject/24695277/,2015-01-11,★★★,看过,
狂怒,https://movie.douban.com/subject/23331914/,2015-01-10,★★★,看过,
霍比特人3：五军之战,https://movie.douban.com/subject/2973079/,2015-01-10,★★★★,看过,
孤独的美食家 第三季,https://movie.douban.com/subject/24700696/,2015-01-06,★★★★★,看过,
匆匆那年,https://movie.douban.com/subject/25779218/,2015-01-06,★★,看过,
惊曝内幕,https://movie.douban.com/subject/1292660/,2014-12-31,★★★★,看过,
为黛西小姐开车,https://movie.douban.com/subject/1293204/,2014-12-27,★★★,看过,
朱诺,https://movie.douban.com/subject/2132495/,2014-12-26,★★★,看过,
十二怒汉,https://movie.douban.com/subject/1293182/,2014-12-25,★★★★★,看过,
不可饶恕,https://movie.douban.com/subject/1293566/,2014-12-22,★★★★,看过,
黑镜：圣诞特别篇,https://movie.douban.com/subject/25964630/,2014-12-18,★★★,看过,
彗星来的那一夜,https://movie.douban.com/subject/25807345/,2014-12-16,★★★★,看过,
孤儿怨,https://movie.douban.com/subject/3011308/,2014-12-15,★★★★,看过,
天堂电影院,https://movie.douban.com/subject/1291828/,2014-12-13,★★★★★,看过,
消失的爱人,https://movie.douban.com/subject/21318488/,2014-12-13,★★★,看过,
心花路放,https://movie.douban.com/subject/25717233/,2014-12-07,★,看过,
神雕侠侣,https://movie.douban.com/subject/21356399/,2014-12-04,★,看过,
星球大战3：绝地归来,https://movie.douban.com/subject/1297151/,2014-12-01,★★★★★,看过,
星球大战2：帝国反击战,https://movie.douban.com/subject/1296528/,2014-11-30,★★★★★,看过,
星球大战,https://movie.douban.com/subject/1293838/,2014-11-30,★★★★★,看过,
黄飞鸿之英雄有梦,https://movie.douban.com/subject/25444447/,2014-11-28,★,看过,
摩登家庭  第三季,https://movie.douban.com/subject/6729121/,2014-11-25,★★★★,看过,
生活大爆炸 第六季,https://movie.douban.com/subject/10561953/,2014-11-22,★★★★,看过,
生活大爆炸 第七季,https://movie.douban.com/subject/21339708/,2014-11-22,★★★,看过,
了解宇宙是如何运行的 第一季,https://movie.douban.com/subject/10464515/,2014-11-21,★★★★★,看过,
潜伏2,https://movie.douban.com/subject/10485526/,2014-11-21,★★★★,看过,
摩登家庭 第二季,https://movie.douban.com/subject/4904662/,2014-11-19,★★★★,看过,
万能钥匙,https://movie.douban.com/subject/1418752/,2014-11-18,★★,看过,
污泥,https://movie.douban.com/subject/6800483/,2014-11-16,,看过,
星际穿越,https://movie.douban.com/subject/1889243/,2014-11-16,★★★★★,看过,
摩登家庭 第一季,https://movie.douban.com/subject/3754382/,2014-11-12,★★★★★,看过,
黑暗面,https://movie.douban.com/subject/6536180/,2014-11-09,★★★★,看过,
再次出发之纽约遇见你,https://movie.douban.com/subject/6874403/,2014-11-03,★★★★★,看过,
曾经,https://movie.douban.com/subject/2053515/,2014-11-03,★★★★★,看过,
死寂,https://movie.douban.com/subject/1895120/,2014-11-02,★★★,看过,
潜伏,https://movie.douban.com/subject/4817901/,2014-11-01,★★★★,看过,
招魂,https://movie.douban.com/subject/3804629/,2014-11-01,★★★★,看过,
猩球崛起2：黎明之战,https://movie.douban.com/subject/7046723/,2014-10-28,★★★★,看过,
忍者神龟：变种时代,https://movie.douban.com/subject/3217149/,2014-10-27,★★,看过,
无人知晓,https://movie.douban.com/subject/1292337/,2014-10-27,★★★★★,看过,
星际漫游,https://movie.douban.com/subject/2172918/,2014-10-26,★★★★★,看过,
秋天里的春光,https://movie.douban.com/subject/1308173/,2014-10-26,★★★,看过,
神迹,https://movie.douban.com/subject/1401196/,2014-10-23,★★★★,看过,
辛德勒的名单,https://movie.douban.com/subject/1295124/,2014-10-19,★★★★★,看过,
催眠大师,https://movie.douban.com/subject/24743711/,2014-10-19,★,看过,
林中小屋,https://movie.douban.com/subject/3143676/,2014-10-19,★★★★,看过,
大撒把,https://movie.douban.com/subject/1309235/,2014-10-18,,看过,
素媛,https://movie.douban.com/subject/21937452/,2014-10-13,,看过,
银河护卫队,https://movie.douban.com/subject/7065154/,2014-10-11,★★★,看过,
真探 第一季,https://movie.douban.com/subject/10748120/,2014-10-09,★★★★★,看过,
时间简史,https://movie.douban.com/subject/1422895/,2014-10-07,,看过,
虎兄虎弟,https://movie.douban.com/subject/1309135/,2014-10-01,★★★,看过,
匆匆那年,https://movie.douban.com/subject/25840705/,2014-09-30,,看过,
罪恶之城2,https://movie.douban.com/subject/1428055/,2014-09-27,★★★,看过,
深海长眠,https://movie.douban.com/subject/1309003/,2014-09-22,,看过,
变形金刚4：绝迹重生,https://movie.douban.com/subject/7054604/,2014-09-17,★★,看过,
驯龙高手2,https://movie.douban.com/subject/4824512/,2014-09-16,★★★★,看过,
明日边缘,https://movie.douban.com/subject/4746257/,2014-09-15,★★★★,看过,
星运里的错,https://movie.douban.com/subject/22733673/,2014-09-14,★★★,看过,
看车人的七月,https://movie.douban.com/subject/1915342/,2014-08-24,★★★★★,看过,
哥斯拉,https://movie.douban.com/subject/2063914/,2014-08-23,★★★,看过,
孤独的美食家 第二季,https://movie.douban.com/subject/11636402/,2014-08-20,★★★★,看过,
敢死队3,https://movie.douban.com/subject/11610281/,2014-08-17,★★,看过,
北极故事,https://movie.douban.com/subject/2111619/,2014-08-17,★★★★,看过,
教父3,https://movie.douban.com/subject/1294240/,2014-08-17,★★★★★,看过,
教父2,https://movie.douban.com/subject/1299131/,2014-08-17,★★★★★,看过,
孤独的美食家 第一季,https://movie.douban.com/subject/7065168/,2014-08-11,★★★★,看过,
托斯卡纳艳阳下,https://movie.douban.com/subject/1307052/,2014-08-10,★★,看过,
向阳处的她,https://movie.douban.com/subject/20426995/,2014-08-08,★★★,看过,
深夜食堂2,https://movie.douban.com/subject/6796133/,2014-08-05,★★★,看过,
少年斯派维的奇异旅行,https://movie.douban.com/subject/6985803/,2014-08-03,★★★★,看过,
深夜食堂,https://movie.douban.com/subject/3991933/,2014-07-28,★★★★,看过,
假如爱有天意,https://movie.douban.com/subject/1304073/,2014-07-28,★★★★★,看过,
街角洋果子店,https://movie.douban.com/subject/4830911/,2014-07-27,★★★,看过,
小时代3：刺金时代,https://movie.douban.com/subject/24847340/,2014-07-24,★,看过,
朝圣之路,https://movie.douban.com/subject/3750104/,2014-07-21,★★★,看过,
布达佩斯大饭店,https://movie.douban.com/subject/11525673/,2014-07-15,,看过,
起风了,https://movie.douban.com/subject/6791750/,2014-07-08,★★★★,看过,
蜂鸟特攻,https://movie.douban.com/subject/10487568/,2014-07-05,★★,看过,
秘密特工,https://movie.douban.com/subject/10485916/,2014-06-24,★★★★,看过,
天使爱美丽,https://movie.douban.com/subject/1292215/,2014-06-22,★★★,看过,
风雨哈佛路,https://movie.douban.com/subject/1433990/,2014-06-09,★★,看过,
迷雾,https://movie.douban.com/subject/1945330/,2014-06-07,★★★,看过,
忠犬八公的故事,https://movie.douban.com/subject/3011091/,2014-06-05,★★★★,看过,
杀戮,https://movie.douban.com/subject/4913185/,2014-06-04,★★★,看过,
百变星君,https://movie.douban.com/subject/1300498/,2014-06-03,,看过,
整蛊专家,https://movie.douban.com/subject/1299680/,2014-06-03,,看过,
武状元苏乞儿,https://movie.douban.com/subject/1297863/,2014-06-03,,看过,
非诚勿扰,https://movie.douban.com/subject/3313801/,2014-06-03,★,看过,
的士速递3,https://movie.douban.com/subject/1308156/,2014-06-03,,看过,
鹿鼎记2,https://movie.douban.com/subject/1306951/,2014-06-03,,看过,
A计划,https://movie.douban.com/subject/1297909/,2014-06-03,,看过,
赌神,https://movie.douban.com/subject/1300883/,2014-06-03,,看过,
金玉满堂,https://movie.douban.com/subject/1295374/,2014-06-03,★★★★★,看过,
小鬼当街,https://movie.douban.com/subject/1299952/,2014-06-03,,看过,
九品芝麻官,https://movie.douban.com/subject/1297518/,2014-06-03,,看过,
唐伯虎点秋香,https://movie.douban.com/subject/1306249/,2014-06-03,,看过,
大话西游之月光宝盒,https://movie.douban.com/subject/1299398/,2014-06-03,★★★★★,看过,
宝贝计划,https://movie.douban.com/subject/1859036/,2014-06-03,★★★,看过,
落叶归根,https://movie.douban.com/subject/1853621/,2014-06-03,,看过,
加菲猫2,https://movie.douban.com/subject/1760104/,2014-06-03,,看过,
手机,https://movie.douban.com/subject/1308747/,2014-06-03,★★,看过,
小鬼当家3,https://movie.douban.com/subject/1295340/,2014-06-03,★★★★,看过,
功夫,https://movie.douban.com/subject/1291543/,2014-06-03,★★★★★,看过,
的士速递2,https://movie.douban.com/subject/1302271/,2014-06-03,,看过,
小鬼当家2,https://movie.douban.com/subject/1293353/,2014-06-03,★★★★,看过,
鹿鼎记,https://movie.douban.com/subject/1297223/,2014-06-03,,看过,
疯狂的石头,https://movie.douban.com/subject/1862151/,2014-06-03,★★★,看过,
甲方乙方,https://movie.douban.com/subject/1303173/,2014-06-03,★★★★,看过,
魔鬼代言人,https://movie.douban.com/subject/1298909/,2014-06-03,★★★★,看过,
纸牌屋 第二季,https://movie.douban.com/subject/22523356/,2014-06-02,★★★,看过,
纸牌屋 第一季,https://movie.douban.com/subject/6037429/,2014-06-02,★★★,看过,
换子疑云,https://movie.douban.com/subject/2028666/,2014-06-02,★★★★,看过,
X战警：逆转未来,https://movie.douban.com/subject/10485647/,2014-05-24,★★★,看过,
机械战警,https://movie.douban.com/subject/3077742/,2014-05-18,★★,看过,
欢迎来北方,https://movie.douban.com/subject/2988103/,2014-05-12,★★★★★,看过,
小岛惊魂,https://movie.douban.com/subject/1301459/,2014-05-11,★★★,看过,
超凡蜘蛛侠2,https://movie.douban.com/subject/6082518/,2014-05-06,★★★,看过,
黑衣人2,https://movie.douban.com/subject/1295280/,2014-05-03,★★★,看过,
第五元素,https://movie.douban.com/subject/1293531/,2014-05-03,★★★★,看过,
